범주,범주코드,대표전용면적_m2,적용면적범위,파일명,파일경로,검색어,검색제목,원본문서URL,원본이미지URL,최종이미지URL,출처도메인,가로,세로,가로세로비,원본파일크기,이미지해시,검색점수,검토상태
전용101,101,101,93㎡ 이상 109㎡ 미만,floorplan_101_05.jpg,아파트_공통_이미지\평면도\전용101\floorplan_101_05.jpg,대한민국 아파트 전용 101㎡ 평면도,보령명천지구 A1블록 영구임대주택 보령명천 LH 1단지 아파트 전용면적 26㎡형 평면도 - dyurwitcherry's it.ἄλφα,https://minorcastle.blogspot.com/2023/01/a1-lh-1-26.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhqMOgsllRI33qFDE1Rm5cocFAnM5yarv7-M32aCKITc9RBEGPMiKz3_16EglUlasLHN0uqmyspyq8t2AVSj4QOX0amdjJh2IUE9prCM9iyb8hvZsipm1uzL7h86FAfeEayoPal3XKtaNkurZ1cDIzX0aGYMViC2M3XX3ho0VkeiCkRj383HqK4IQ7c/s16000/BLUC0926A.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhqMOgsllRI33qFDE1Rm5cocFAnM5yarv7-M32aCKITc9RBEGPMiKz3_16EglUlasLHN0uqmyspyq8t2AVSj4QOX0amdjJh2IUE9prCM9iyb8hvZsipm1uzL7h86FAfeEayoPal3XKtaNkurZ1cDIzX0aGYMViC2M3XX3ho0VkeiCkRj383HqK4IQ7c/s16000/BLUC0926A.png,minorcastle.blogspot.com,2336,2901,0.805,1762686,093709bfffffc7ff83ff83ff93ff83978701fe01fc03f907f0cff01ffc3fff7f,23,검토필요
전용101,101,101,93㎡ 이상 109㎡ 미만,floorplan_101_06.jpg,아파트_공통_이미지\평면도\전용101\floorplan_101_06.jpg,대한민국 아파트 전용 101㎡ 평면도,대전상서 행복주택 산업단지형 아파트 전용면적 16㎡·26㎡·36㎡형 평면도 - dyurwitcherry's it.ἄλφα,https://minorcastle.blogspot.com/2023/07/162636.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhLrvxPuehrilltB3CQAjJy7AxuMFD6YV4pEkjdrftwuhyP4NYZwR7arR-_wrjl4o5BUuVuP3nZjz321dJmSebImYQSXHurouc5Blyh-PfSVk6JgEQ5gEQcoVuXp_25w0b3lOsK707LmFJaj7c6nuPDgYHdVoH7kRy5MS40s2hwRFPltHjiIk265yQECZE/s5177/DJSSHP16A.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhLrvxPuehrilltB3CQAjJy7AxuMFD6YV4pEkjdrftwuhyP4NYZwR7arR-_wrjl4o5BUuVuP3nZjz321dJmSebImYQSXHurouc5Blyh-PfSVk6JgEQ5gEQcoVuXp_25w0b3lOsK707LmFJaj7c6nuPDgYHdVoH7kRy5MS40s2hwRFPltHjiIk265yQECZE/s5177/DJSSHP16A.png,minorcastle.blogspot.com,5177,2773,1.867,1408818,1fff1fff1fef33c7f187f1c333c3f3c1f3e131e0f1e0f1f1ffffffffffffffff,23,검토필요
전용101,101,101,93㎡ 이상 109㎡ 미만,floorplan_101_07.jpg,아파트_공통_이미지\평면도\전용101\floorplan_101_07.jpg,대한민국 아파트 전용 101㎡ 평면도,거제하청 LH 1단지 10년 공공임대주택 전용면적 51㎡·59㎡형 평면도 - dyurwitcherry's it.ἄλφα,https://minorcastle.blogspot.com/2018/05/lh-1-10-5159.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhfbnf6_BOUGf4OQTNjrIC1Ow8ueeLAjZFQsuL8wrdnrkS0AEbJqY41Ii4kg_AgsT6Lb9CwuYIp7fh4eHUax5JnT7Bcy7lQ1X3f9cdIM58l6Qnp5OevhP-vT7iWeXjZZTMOc7_LVEfUZYw/s1600/GJHC_51.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhfbnf6_BOUGf4OQTNjrIC1Ow8ueeLAjZFQsuL8wrdnrkS0AEbJqY41Ii4kg_AgsT6Lb9CwuYIp7fh4eHUax5JnT7Bcy7lQ1X3f9cdIM58l6Qnp5OevhP-vT7iWeXjZZTMOc7_LVEfUZYw/s1600/GJHC_51.png,minorcastle.blogspot.com,1600,1050,1.524,741275,0007000700071ffffff7ffc38383c381c3c083c083e1c3e383f38fffffffffff,23,검토필요
전용101,101,101,93㎡ 이상 109㎡ 미만,floorplan_101_08.jpg,아파트_공통_이미지\평면도\전용101\floorplan_101_08.jpg,대한민국 아파트 전용 101㎡ 평면도,옹진백령 영구임대주택 LH 백령마을 아파트 전용면적 24㎡형 평면도 - dyurwitcherry's it.ἄλφα,https://minorcastle.blogspot.com/2023/07/lh-24.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjVNXE8X-1PFA0iXF7ZRXaBD51ahaf6phG1kx4WeKDSOgfXpovkqhUoxOIDp7wgN6RFePKyIhx5BY5EjmoMw5lyGnDq4H_h7np1STNIjp9prokFLUhllaJVZB8v9OQYm1Jo1KduXA_qlP3ql-vCm1Tar2AsQ8qQHFSCTaqzpqZFdJGDIFCWL7izHta1Kv8/s16000/ICOJBRLHAPT0926A.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjVNXE8X-1PFA0iXF7ZRXaBD51ahaf6phG1kx4WeKDSOgfXpovkqhUoxOIDp7wgN6RFePKyIhx5BY5EjmoMw5lyGnDq4H_h7np1STNIjp9prokFLUhllaJVZB8v9OQYm1Jo1KduXA_qlP3ql-vCm1Tar2AsQ8qQHFSCTaqzpqZFdJGDIFCWL7izHta1Kv8/s16000/ICOJBRLHAPT0926A.png,minorcastle.blogspot.com,2517,3149,0.799,1855259,03ff078f0787078f078f078f078f070f07bf07ff0271026107cb0793078707bf,23,검토필요
전용101,101,101,93㎡ 이상 109㎡ 미만,floorplan_101_09.jpg,아파트_공통_이미지\평면도\전용101\floorplan_101_09.jpg,대한민국 아파트 전용 101㎡ 평면도,"아파트 평면도 사진을 cad도면화 해서 제공해드립니다., 도면 제작·수정 포트폴리오 - 크몽",https://kmong.com/portfolio/view/82134,https://d2v80xjmx68n4w.cloudfront.net/members/portfolios/u5lFa1692078869.jpg,https://d2v80xjmx68n4w.cloudfront.net/members/portfolios/u5lFa1692078869.jpg,kmong.com,3399,3403,0.999,716342,ffffffffffff801f801f800f800f8007e9a1c42180018003ffffffffffff0000,20,검토필요
전용101,101,101,93㎡ 이상 109㎡ 미만,floorplan_101_10.jpg,아파트_공통_이미지\평면도\전용101\floorplan_101_10.jpg,대한민국 아파트 전용 101㎡ 평면도,"3d 원룸 아파트 평면도 GS건설, 임대수익형 '더블",https://fity.club/lists/suggestions/3d-원룸-아파트-평면도/,https://archisketch-resources.s3.ap-northeast-2.amazonaws.com/service/V2/d0c9762e-a4d6-4adf-b64c-ed6620aa113b.png,https://archisketch-resources.s3.ap-northeast-2.amazonaws.com/service/V2/d0c9762e-a4d6-4adf-b64c-ed6620aa113b.png,fity.club,1511,853,1.771,591504,0000ffffffff87e707c107030300010001c001c101f301fb9fffffffffff0000,20,검토필요
전용114,114,114,109㎡ 이상 125㎡ 미만,floorplan_114_01.jpg,아파트_공통_이미지\평면도\전용114\floorplan_114_01.jpg,대한민국 아파트 전용 114㎡ 평면도,단위세대평면도 정비사업 정보몽땅,https://cleanup.seoul.go.kr/service/opendata/cafeOthbc/vscrCafe.do?cafeId=140100002005u31&othbcIemSn=205,https://cleanup.seoul.go.kr/servlet/image?url=/opendata/real/11140-100002005/205/516067/201906270113301561565610712.jpg,https://cleanup.seoul.go.kr/servlet/image?url=/opendata/real/11140-100002005/205/516067/201906270113301561565610712.jpg,cleanup.seoul.go.kr,3309,2339,1.415,438597,00007ffcfbfcf83ff03ff01ff31ffedcf01cffbff01ff01cff7cfffc7c7c0000,41,검토필요
전용114,114,114,109㎡ 이상 125㎡ 미만,floorplan_114_02.jpg,아파트_공통_이미지\평면도\전용114\floorplan_114_02.jpg,대한민국 아파트 전용 114㎡ 평면도,단위세대평면도 정비사업 정보몽땅,https://cleanup.seoul.go.kr/service/opendata/cafeOthbc/vscrCafe.do?cafeId=680900000542Q95&othbcIemSn=205,https://cleanup.seoul.go.kr/servlet/image?url=/opendata/real/11680-900000542/205/707723/202207251733431658738023006.jpg,https://cleanup.seoul.go.kr/servlet/image?url=/opendata/real/11680-900000542/205/707723/202207251733431658738023006.jpg,cleanup.seoul.go.kr,3507,2480,1.414,552984,ffff80019f3fbfffffc7efc781c3c083d8839893c093ffc3ffffffff8421ffff,34,검토필요
전용114,114,114,109㎡ 이상 125㎡ 미만,floorplan_114_03.jpg,아파트_공통_이미지\평면도\전용114\floorplan_114_03.jpg,대한민국 아파트 전용 114㎡ 평면도,아파트 평면도 조회 방법 총정리: 이사 전 꼭 확인해야 하는 이유,https://www.edrawsoft.com/kr/diagram-tutorial/apartment-floor-plan-check.html,https://images.edrawsoft.com/kr/articles/edrawmax/floorplan/view-apt-floor-plan-01.png,https://images.edrawsoft.com/kr/articles/edrawmax/floorplan/view-apt-floor-plan-01.png,edrawsoft.com,1406,1084,1.297,114476,fffffe3f80018c01bf018869e061fc31f1f5f06dfa6df861f801f80dffffffff,31,검토필요
전용114,114,114,109㎡ 이상 125㎡ 미만,floorplan_114_04.jpg,아파트_공통_이미지\평면도\전용114\floorplan_114_04.jpg,대한민국 아파트 전용 114㎡ 평면도,아산탕정2 A14블록 행복주택 아산탕정 LH 14단지 아파트 전용면적 21㎡형·26㎡형·36㎡형·44㎡형 평면도 ...,https://minorcastle.blogspot.com/2023/07/2-a14-lh-14-21263644.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgWcZkYikNJt0HVWBJJEAwe92aP76bkIg1Re8P3opl8WvWH-74MswQAOUiYdk2C3DS1Rqlw-MAHOA0nLQjy3AEmomfNdmNA3h9exECU3tbD4ybLzwtFrZXutG7P03ffKk1UEWmRwqjHF1_HsxvPsRUzcPntr_ga_DlBcJzVNrTAiv8K6U3MqUqk9k_Nquc/s16000/ASTJA14BL21A.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgWcZkYikNJt0HVWBJJEAwe92aP76bkIg1Re8P3opl8WvWH-74MswQAOUiYdk2C3DS1Rqlw-MAHOA0nLQjy3AEmomfNdmNA3h9exECU3tbD4ybLzwtFrZXutG7P03ffKk1UEWmRwqjHF1_HsxvPsRUzcPntr_ga_DlBcJzVNrTAiv8K6U3MqUqk9k_Nquc/s16000/ASTJA14BL21A.png,minorcastle.blogspot.com,3475,2075,1.675,1452998,3fff38e73ce33ce323c163c3e3836384e3c4e3ec7ffcffffffffffffffffffaf,23,검토필요
전용114,114,114,109㎡ 이상 125㎡ 미만,floorplan_114_05.jpg,아파트_공통_이미지\평면도\전용114\floorplan_114_05.jpg,대한민국 아파트 전용 114㎡ 평면도,"3d 원룸 아파트 평면도 GS건설, 임대수익형 '더블",https://fity.club/lists/suggestions/3d-원룸-아파트-평면도/,https://archisketch-resources.s3.ap-northeast-2.amazonaws.com/service/V2/cdddad0e-444a-43ec-b0f6-36775a3ea444.png,https://archisketch-resources.s3.ap-northeast-2.amazonaws.com/service/V2/cdddad0e-444a-43ec-b0f6-36775a3ea444.png,fity.club,1511,853,1.771,481993,0000fffeffffcfdf81818381a1a1c1c1c1c3e3c7c1c1e1c3ffefffffffff0000,20,검토필요
전용114,114,114,109㎡ 이상 125㎡ 미만,floorplan_114_06.jpg,아파트_공통_이미지\평면도\전용114\floorplan_114_06.jpg,대한민국 아파트 전용 114㎡ 평면도,"요즘 아파트 평면도 모음 + 짧은 설명 (전용면적, 4bay가 뭔데?) - 포텐 터짐 최신순 - 에펨코리아",https://www.fmkorea.com/best/2289656509,https://getfile.fmkorea.com/getfile.php?code=3efc0fcbd0b7b580fb454e61040bf671&file=https://img.theqoo.net/img/CQxnm.png&,https://img-store.theqoo.net/CQxnm.png,fmkorea.com,1200,1448,0.829,107702,fcf8f838f00fe007c007f003fe033f871fefffffffffffff87c383c183c083c1,20,검토필요
전용114,114,114,109㎡ 이상 125㎡ 미만,floorplan_114_07.jpg,아파트_공통_이미지\평면도\전용114\floorplan_114_07.jpg,대한민국 아파트 전용 114㎡ 평면도,"요즘 아파트 평면도 모음 + 짧은 설명 (전용면적, 4bay가 뭔데?) - 유머/움짤/이슈 - 에펨코리아",https://www.fmkorea.com/2289656509,https://getfile.fmkorea.com/getfile.php?code=bab40ca0b6a05d7ff06ee1b58aac4958&file=https://img.theqoo.net/img/OizOD.jpg&,https://img-store.theqoo.net/OizOD.jpg,fmkorea.com,1100,1157,0.951,101408,ff807e00fc00fc00fc00fc00ffffffffffdffc07e087e007e007e007e087ffff,20,검토필요
전용114,114,114,109㎡ 이상 125㎡ 미만,floorplan_114_08.jpg,아파트_공통_이미지\평면도\전용114\floorplan_114_08.jpg,대한민국 아파트 전용 114㎡ 평면도,"요즘 아파트 평면도 모음 + 짧은 설명 (전용면적, 4bay가 뭔데?) - 포텐 터짐 최신순 - 에펨코리아",https://www.fmkorea.com/best/2289656509,https://getfile.fmkorea.com/getfile.php?code=9a9a547bea3058fb58494489b21293f2&file=https://img.theqoo.net/img/FmomL.png&,https://img-store.theqoo.net/FmomL.png,fmkorea.com,666,583,1.142,38308,1fff0fff0fff1fff0e1f001f001f0000050320830303100300038203ffffffff,18,검토필요
전용114,114,114,109㎡ 이상 125㎡ 미만,floorplan_114_09.jpg,아파트_공통_이미지\평면도\전용114\floorplan_114_09.jpg,대한민국 아파트 전용 114㎡ 평면도,"요즘 아파트 평면도 모음 + 짧은 설명 (전용면적, 4bay가 뭔데?) - 유머/움짤/이슈 - 에펨코리아",https://www.fmkorea.com/2289656509,https://getfile.fmkorea.com/getfile.php?code=fc340d89d1838eb260d64559da67bf63&file=https://img.theqoo.net/img/LNvyp.png&,https://img-store.theqoo.net/LNvyp.png,fmkorea.com,820,1543,0.531,84120,e43f001f0003000000000707ff20fffffffffffff01f800f800080008000ffbf,18,검토필요
전용114,114,114,109㎡ 이상 125㎡ 미만,floorplan_114_10.jpg,아파트_공통_이미지\평면도\전용114\floorplan_114_10.jpg,대한민국 아파트 전용 114㎡ 평면도,"요즘 아파트 평면도 모음 + 짧은 설명 (전용면적, 4bay가 뭔데?) - 유머/움짤/이슈 - 에펨코리아",https://www.fmkorea.com/2289656509,https://getfile.fmkorea.com/getfile.php?code=03a703e18dce6e984ab31d760216c619&file=https://img.theqoo.net/img/IqOnk.png&,https://img-store.theqoo.net/IqOnk.png,fmkorea.com,820,1569,0.523,77598,ff3ffc1f848300000100a000adffadfffffffffffc3ffc07008100012001f9b7,18,검토필요
전용134이상,134_plus,134,125㎡ 이상,floorplan_134_plus_01.jpg,아파트_공통_이미지\평면도\전용134이상\floorplan_134_plus_01.jpg,대한민국 아파트 전용 134㎡ 평면도,아파트 단위세대 평면도 발급 방법 총정리!(세움터 이용법 가이드) by. 스튜디오 에드윈 : 네이버 블로그,https://m.blog.naver.com/studio-edwin/223799428326,https://mblogthumb-phinf.pstatic.net/MjAyNTAzMTdfOSAg/MDAxNzQyMTk1NTYxMjYy.Y6Izrr4mlGbcE46dN8tgv8rpwFxSm2To4X883aMGrgIg.4V3X_S15ZAfXnHDDc7-Sui8jkxOsw7KTrD9mFUxoVpUg.PNG/image.png?type=w800,https://mblogthumb-phinf.pstatic.net/MjAyNTAzMTdfOSAg/MDAxNzQyMTk1NTYxMjYy.Y6Izrr4mlGbcE46dN8tgv8rpwFxSm2To4X883aMGrgIg.4V3X_S15ZAfXnHDDc7-Sui8jkxOsw7KTrD9mFUxoVpUg.PNG/image.png?type=w800,m.blog.naver.com,800,566,1.413,152257,fffffe7fee77fff7fc3ff81ff83ff83ff93ffbdff83ff83ffffff9ff0001c001,35,검토필요
전용134이상,134_plus,134,125㎡ 이상,floorplan_134_plus_02.jpg,아파트_공통_이미지\평면도\전용134이상\floorplan_134_plus_02.jpg,대한민국 아파트 전용 134㎡ 평면도,Changes in Pyeongtaek and Hyangnam: 동탄부영아파트 134㎡ 평면도(Unit),https://nacodeone.blogspot.com/2016/08/134-unit.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgNIy0iG_bDNSJ5x3rX7J-Dd7VDLnQwSl4weCgwgb9-zqvSppmSZdYht42O2i88MFrux3K8CythmxttGm0i0qOUD1HXJjnzkmoBIODXpSiMJJ49Y26Rws9SJ1Y7yKOrWx8dn8VQlfVUr90/s1600/001.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgNIy0iG_bDNSJ5x3rX7J-Dd7VDLnQwSl4weCgwgb9-zqvSppmSZdYht42O2i88MFrux3K8CythmxttGm0i0qOUD1HXJjnzkmoBIODXpSiMJJ49Y26Rws9SJ1Y7yKOrWx8dn8VQlfVUr90/s1600/001.png,nacodeone.blogspot.com,867,1465,0.592,604375,fffffa1f9fffbedffffffc1fe007c003e01fe7fff80ff00fe00ff00fffffffff,28,검토필요
전용134이상,134_plus,134,125㎡ 이상,floorplan_134_plus_03.jpg,아파트_공통_이미지\평면도\전용134이상\floorplan_134_plus_03.jpg,대한민국 아파트 전용 134㎡ 평면도,별내 힐스테이트 스테이원 평면도 / 8월 현장모습 : 네이버 블로그,https://m.blog.naver.com/hennessy99/222077356450,https://mblogthumb-phinf.pstatic.net/MjAyMDA4MzFfMjk4/MDAxNTk4ODcwOTUyOTIy.WSv7EX7u800tUnXTDbddvbxFYikhcu97KPLXN0inCIQg.VnQDuhWNtO5r7rDjOsJ_oNWzVWAE3Bs-YbDc4OR80j4g.JPEG.hennessy99/134A.jpg?type=w800,https://mblogthumb-phinf.pstatic.net/MjAyMDA4MzFfMjk4/MDAxNTk4ODcwOTUyOTIy.WSv7EX7u800tUnXTDbddvbxFYikhcu97KPLXN0inCIQg.VnQDuhWNtO5r7rDjOsJ_oNWzVWAE3Bs-YbDc4OR80j4g.JPEG.hennessy99/134A.jpg?type=w800,m.blog.naver.com,773,860,0.899,73772,1fff1fffffff1ffffffffdfffdfffffffff3ffe1e8018001800181ffc3f3cfff,28,검토필요
전용134이상,134_plus,134,125㎡ 이상,floorplan_134_plus_04.jpg,아파트_공통_이미지\평면도\전용134이상\floorplan_134_plus_04.jpg,대한민국 아파트 전용 134㎡ 평면도,인테리어 전 꼭 봐야 할 평면도 예시 모음,https://www.edrawsoft.com/kr/template/floor-plan-examples.html,https://images.edrawsoft.com/kr/articles/edrawmax/floorplan/floor-plan-01.png,https://images.edrawsoft.com/kr/articles/edrawmax/floorplan/floor-plan-01.png,edrawsoft.com,996,571,1.744,291872,ffffbc8ff1c0f140f1c011e003c413c03fff07c639e27de212c47de009a0ffff,24,검토필요
전용134이상,134_plus,134,125㎡ 이상,floorplan_134_plus_05.jpg,아파트_공통_이미지\평면도\전용134이상\floorplan_134_plus_05.jpg,대한민국 아파트 전용 134㎡ 평면도,인테리어 전 꼭 봐야 할 평면도 예시 모음,https://www.edrawsoft.com/kr/template/floor-plan-examples.html,https://images.edrawsoft.com/kr/articles/edrawmax/floorplan/floor-plan-02.png,https://images.edrawsoft.com/kr/articles/edrawmax/floorplan/floor-plan-02.png,edrawsoft.com,751,570,1.318,80092,ffff8d7ff801f863f8e180e1a0e180e1bffd9bfdb5edb7edb7e1b4e184c1ffff,24,검토필요
전용134이상,134_plus,134,125㎡ 이상,floorplan_134_plus_06.jpg,아파트_공통_이미지\평면도\전용134이상\floorplan_134_plus_06.jpg,대한민국 아파트 전용 134㎡ 평면도,"한옥 특성 살린 `한국형 LH 주택` 개발 | 집 계획, 주택평면도, 평면도",https://www.pinterest.ph/pin/805933295795362044/,https://i.pinimg.com/originals/71/c8/d7/71c8d787f0ede5e96da5ec2b8e1bd755.jpg,https://i.pinimg.com/originals/71/c8/d7/71c8d787f0ede5e96da5ec2b8e1bd755.jpg,pinterest.ph,1620,1215,1.333,238034,fffffffff007e007c207c00fc003c003c803c903c82bc003e003e1ffffffffff,20,검토필요
전용134이상,134_plus,134,125㎡ 이상,floorplan_134_plus_07.jpg,아파트_공통_이미지\평면도\전용134이상\floorplan_134_plus_07.jpg,대한민국 아파트 전용 134㎡ 평면도,"요즘 아파트 평면도 모음 + 짧은 설명 (전용면적, 4bay가 뭔데?) - 유머/움짤/이슈 - 에펨코리아",https://www.fmkorea.com/2289656509,https://getfile.fmkorea.com/getfile.php?code=3808bd564d3d43cd45d5471fdebc6942&file=https://img.theqoo.net/img/SsUtm.png&,https://img-store.theqoo.net/SsUtm.png,fmkorea.com,904,894,1.011,56416,4081e001e001e001e001e001ffffffffffffffff7ffff8ff00ff00ff00ff00ff,18,검토필요
전용134이상,134_plus,134,125㎡ 이상,floorplan_134_plus_08.jpg,아파트_공통_이미지\평면도\전용134이상\floorplan_134_plus_08.jpg,대한민국 아파트 전용 134㎡ 평면도,"요즘 아파트 평면도 모음 + 짧은 설명 (전용면적, 4bay가 뭔데?) - 포텐 터짐 최신순 - 에펨코리아",https://www.fmkorea.com/best/2289656509,https://getfile.fmkorea.com/getfile.php?code=be17142223b66b5fc7a3a1cc3175b182&file=https://img.theqoo.net/img/SvmXB.jpg&,https://img-store.theqoo.net/SvmXB.jpg,fmkorea.com,938,1269,0.739,112378,1fff1ffff1fff00fe007c007c007f807ff88fff8ffffffff03ff03ff01ff01ff,18,검토필요
전용134이상,134_plus,134,125㎡ 이상,floorplan_134_plus_09.jpg,아파트_공통_이미지\평면도\전용134이상\floorplan_134_plus_09.jpg,대한민국 아파트 전용 134㎡ 평면도,"요즘 아파트 평면도 모음 + 짧은 설명 (전용면적, 4bay가 뭔데?) - 포텐 터짐 최신순 - 에펨코리아",https://www.fmkorea.com/best/2289656509,https://getfile.fmkorea.com/getfile.php?code=724080653abb14304a57abe3531dfc3a&file=https://img.theqoo.net/img/pslBM.jpg&,https://img-store.theqoo.net/pslBM.jpg,fmkorea.com,938,1248,0.752,95904,1fff1ffffe9ff00ff007f003e183f00ff01ff8ffffffffffc3ff81ff01ff03ff,18,검토필요
전용134이상,134_plus,134,125㎡ 이상,floorplan_134_plus_10.jpg,아파트_공통_이미지\평면도\전용134이상\floorplan_134_plus_10.jpg,대한민국 아파트 전용 134㎡ 평면도,"요즘 아파트 평면도 모음 + 짧은 설명 (전용면적, 4bay가 뭔데?) - 유머/움짤/이슈 - 에펨코리아",https://www.fmkorea.com/2289656509,https://getfile.fmkorea.com/getfile.php?code=b89aff82ac2f7d08cf2f6002d8c3ef93&file=https://img.theqoo.net/img/JDOjI.png&,https://img-store.theqoo.net/JDOjI.png,fmkorea.com,488,466,1.047,21312,ffffffffffff800f800f80018001800180018001800180018001ffffffffffff,16,검토필요
